company_name,job_count,job_titles,search_terms_matched,locations
ZEROTHREE PTE. LTD.,6,⚡ Event Activation Coordinator; ⚡Customer Relationship Executive (Events); ⚡Marketing Activation Manager; ⚡Marketing Events Coordinator; ⚡Sales & Marketing Executive (Events); ⚡Sales Executive (Event Marketing),Logistics Coordinator; Logistics Executive; Operations Executive; Quality Manager,Islandwide
MLION CORPORATION PTE. LTD.,6,Logistics Executive; Procurement & Contract Executive,Documentation Executive; Import Export Executive; Logistics Executive; Operations Executive; Procurement Executive,West
RECRUITFLASH PTE. LTD.,6,Assistant Project Manager / Project Manager (Main Con)General Building exp; CONSTRUCTION PROJECT MANAGER /  Assistant Project Manager / Project Manager (General Building exp,QA Manager,Islandwide
LINKEDCORP HR CONSULTANCY PTE. LTD.,6,"Construction Manager[Changi / 5.5 alt days work / Degree above / Marine construction /  jetty, pier, or wharf projects]; Document Controller-contractual role [12 months, subject to renewal, Tampines / semiconductor, construction, hook-up, or tool installation projects]; M&E Engineer[Future Project / Maincon / Bachelor's Degree in Mechanical  /  Electrical Engineering]; M&E Manager[10 year exp / Central / Maincon / Constructio / Condominiums / Commercial buildings / Data centres / AEI projects]; Procurement Coordinator[West / Transport provided / Minimum Diploma / procurement coordination, import operations, or supply chain support]",Document Controller; Quality Control Manager; Quality Manager; Supply Chain Coordinator,Central
SK CATERING PTE. LTD.,6,Assistant Restaurant Manager; Management Trainee (Operations); Restaurant Manager; Restaurant Operations Manager; Senior Restaurant Manager; Senior Restaurant Operations Manager,Quality Control Manager,Islandwide
POWERZONE H2 TECHNOLOGIES PTE. LTD.,6,Assistant Engineer; Engineer assistant,Document Controller,Central
TALENTNET HR SERVICES PTE. LTD.,5,QUALITY ASSURANCE / QUALITY CONTROL EXECUTIVE; SOUS CHEF,Food Safety Executive; QA Executive; Quality Assurance Executive,Islandwide
PAN PACIFIC HOTELS GROUP LIMITED,5,Hygiene Manager (Hotel); Junior Sous Chef,Compliance Executive; Documentation Executive; Food Safety Executive; Operations Executive,East
TOH THYE SAN FARM,5,Quality Control Executive (Food),Compliance Executive; Food Safety Executive; Food Safety Manager; QC Executive; Quality Control Manager,West
ALLPETS & AQUALIFE VETS PTE. LTD.,5,Vet Clinic Operations Executive,Compliance Executive; Documentation Executive; Operations Executive; Procurement Executive; Supply Chain Executive,North
TCA THINK TANK PTE. LTD.,5,Landed Builder expert,Compliance Executive; Operations Executive; Procurement Executive; Quality Control Manager; Quality Manager,Islandwide
HAO HONG CONSTRUCTION PTE. LTD.,5,Assistant Project Manager; Project Coordinator; Project Engineer; Project Manager; WSH Manager,Compliance Executive; QA Manager; Quality Control Manager,Islandwide
SPECON CONTRACTOR PTE. LTD.,5,Assistant Project Manager; Human Resource Executive; Project Coordinator; Project Engineer; Project Manager,Compliance Executive; QA Manager; Quality Control Manager,Islandwide
DR. WHO GLOBAL WATERTECH (S) PTE. LTD.,5,EXECUTIVE PROCUREMENT,Procurement Executive; Quality Assurance Executive; Quality Control Manager; Quality Manager; Supply Chain Executive,West
CHINA HARBOUR (SINGAPORE) ENGINEERING COMPANY PTE. LTD.,5,Senior C&S Engineer; Site Engineer; Technical Manager,Quality Control Manager; Quality Manager,Islandwide
JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,5,Assistant Project Manager; Centre Manager ( Central  /  Commercial); Design Manager; Operations Manager ( Central  /  Commercial ); Regional Programme Manager (Capital Works),Quality Control Manager,East; Islandwide
SARAI RESTAURANT PTE. LTD.,5,Assistant Restaurant Manager; Restaurant Manager; Restaurant Operation Manager; Senior Restaurant Manager; Senior Restaurant Operation Manager,Quality Control Manager,Islandwide
CECO ENVIRONMENTAL ASIA PACIFIC PTE. LTD.,4,logistics Coordinator,Export Coordinator; Import Coordinator; Logistics Coordinator; Supply Chain Coordinator,South
UNITED OVERSEAS BANK LIMITED,4,"AVP, Service Excellence Program Manager; Senior Officer, Personal Wealth Executive",Compliance Executive; Documentation Executive; Operations Executive,Islandwide
OCI SYSTEM PTE. LTD.,4,Accounting Service Sales Executive; Sales Executive,Compliance Executive; Documentation Executive; Operations Executive,East
SINGAPORE MEDICAL SPECIALISTS CENTRE PTE. LTD.,4,Senior Medical Operations Executive,Compliance Executive; Documentation Executive; Operations Executive; Quality Assurance Executive,Central
JR FOODS PTE. LTD.,4,QA Executive,Food Safety Executive; Food Safety Manager; QA Executive; QA Manager,North
KOKUSAI SEMICONDUCTOR SINGAPORE PTE. LTD.,4,IT Executive,Compliance Executive; Documentation Executive; Operations Executive; Procurement Executive,East
GERMONIZER PTE. LTD.,4,Senior Business Development Executive,Compliance Executive; Documentation Executive; Procurement Executive; Trade Compliance Executive,North
APCO WORLDWIDE ADVISORY SERVICES PTE. LIMITED,4,Executive Assistant,Compliance Executive; Procurement Executive; Quality Assurance Executive; Supply Chain Executive,Central
MTS GOLD GLOBAL TRADING PTE. LTD.,4,Bullion Operations Executive,Documentation Executive; Logistics Executive; Operations Executive; Supply Chain Executive,Central
FLEXXON PTE. LTD.,4,Junior Product Executive,Documentation Executive; Operations Executive; Procurement Executive; Supply Chain Executive,Central
LINKPATH SUPPLY CHAIN PTE. LTD.,4,LOGISTICS OPERATIONS EXECUTIVE,Compliance Executive; Logistics Executive; Operations Executive; Supply Chain Executive,North
WEBSPARKS PTE. LTD.,4,Project Manager [Government Project],Compliance Executive; Operations Executive; Procurement Executive; Quality Manager,Islandwide
TALENT MARKETPLACE PTE. LTD.,4,"Job Fair @ Our Tampines Hub 17 Jan, 11am-8pm; Job Fair @ Our Tampines Hub 18 Jan, 11am-8pm; Walk-in Interview @ Hong Lim Complex, 21 Jan, 10am-3pm",Logistics Coordinator; Warehouse Executive,Islandwide
A*STAR RESEARCH ENTITIES,4,"Asst Manager  /  Manager, Prog and Grant Management (Midao PO), DxD Hub; Senior Quality Assurance Manager, Product Development (MedTech Catapult); Snr Manager / Asst Director, Prog and Grant Management (Midas PO), DxD Hub",QA Manager; Quality Manager,South
KINDEN CORPORATION,4,Document Controller; Quality Control Manager (Electrical); Quality Control Manager (Mechanical),Document Controller; QA Manager,Central
SWC BUILDERS & ENGINEERING PTE. LTD.,4,Admin Manager; Document Controller; Project Coordinator; Project Executive,Document Controller; Procurement Executive; QA Manager,Islandwide
57 EMPLOYMENT AGENCY PTE. LTD.,4,OPERATION MANAGER,Food Safety Manager; Quality Control Manager; Quality Manager,Islandwide
XUAN LI CONSTRUCTION PTE. LTD.,4,CONSTRUCTION SUPERVISOR; Foreman,Quality Control Manager; Quality Manager,Islandwide
LUMINARY SERVICE PTE. LTD.,4,Finance Manager; HR Manager,Document Control Executive; Food Safety Manager; Import Export Executive; Supply Chain Coordinator,Central
GUARDIAN HEALTH & BEAUTY,4,"Construction Executive; Team Leader, Merchandising Operations (Store Setup Team)",Logistics Executive; Procurement Executive; Supply Chain Coordinator; Supply Chain Executive,East; Islandwide
CAMPARI SINGAPORE PTE. LTD.,4,"APAC Demand Planning and S&OP Manager; On Premise Key Account Executive; Regional Finance Analyst, APAC; Supply Planning Intern, APAC",Supply Chain Executive; Trade Compliance Executive,East
RIGHT RECRUIT PTE. LTD.,4,Control Software Engineer; Senior Software Engineer; Software Design Engineer; Software Design and Validation Engineer,Document Controller,Islandwide
MITCHVILLE RELOPET PTE. LTD.,3,PET MOVE COORDINATOR,Export Coordinator; Import Coordinator; Logistics Coordinator,North
IDEALS RECRUITMENT PTE. LTD.,3,Operations Coordinator (6 days),Export Coordinator; Import Coordinator; Logistics Coordinator,Central
JJ CONSULTING SERVICES,3,Cargo Coordinator (Fresh Graduates Welcome); Logistics Coordinator (Fresh Graduates Welcome),Logistics Coordinator,Islandwide
SINOLOGISTICS  OVERSEAS PTE. LTD.,3,Senior Accountant,Compliance Executive; Procurement Executive; QA Executive,Central
JCPARTNERS PAC,3,Admin Executive,Import Export Executive; QA Executive; QC Executive,Central
SEARCH PERSONNEL PRIVATE LIMITED,3,"Accounts Executive (FULL SETS)  - Up to $4200; Document Controller & QA Executive (CEQ / ISO Certification) - Up to $4,800 + AWS; QA Executive (Food & Beverage | MNC Company) - Up to $3,800 + Bonus + Benefits",Logistics Executive; QA Executive,East; South
GOODCROP PTE LTD,3,QUALITY ASSURANCE EXECUTIVE; WAREHOUSE OPERATIONS EXECUTIVE,Food Safety Executive; QA Executive; Warehouse Executive,West
RICHFIELD MARINE AGENCIES (S) PTE LTD,3,Shipping Executive,Documentation Executive; Operations Executive; Shipping Executive,Central
INTEGRITY PARTNERS PTE. LTD.,3,"Maintenance Executive  /  Pharma  /  Up to SGD 4,000",Compliance Executive; Documentation Executive; Operations Executive,Central
APAR TECHNOLOGIES PTE. LTD.,3,Team Management Executive,Compliance Executive; Documentation Executive; Operations Executive,Central
THE PERSE SCHOOL (SINGAPORE) PTE. LTD.,3,HR Executive (Contract),Compliance Executive; Documentation Executive; Operations Executive,West
PAN-ASIA RESOURCES PTE LTD,3,ICT EXECUTIVE,Compliance Executive; Documentation Executive; Operations Executive,Islandwide
SUN CITY MAINTENANCE PTE. LTD.,3,Operation Executive,Compliance Executive; Documentation Executive; Operations Executive,Islandwide
EDUCARE HUMAN CAPITAL PRIVATE LIMITED,3,Sales Executive  /  Business Development Executive (WSQ & Training Programmes),Compliance Executive; Documentation Executive; Operations Executive,North
ODEM GROUP PRIVATE LIMITED,3,F&B Executive; Kitchen Assistant,Compliance Executive; Food Safety Executive; Food Safety Manager,Islandwide
ACQUA E FARINA PTE. LTD.,3,senior sous chef,Compliance Executive; Food Safety Executive; Operations Executive,West
KF SG PTE. LTD.,3,F&B Executive,Compliance Executive; Food Safety Executive; Operations Executive,Islandwide
MANFIELD EMPLOYMENT SERVICES PTE LTD,3,QA Executive; QAQC Manager,Food Safety Manager; QA Executive; QA Manager,Islandwide
JAC RECRUITMENT PTE. LTD.,3,Petroleum Product Operations Executive; Shipping Executive (Healthcare MNC) - Pasir Panjang  /  /  1-Year Contract Convertible,Shipping Executive; Trade Compliance Executive,Central; Islandwide
FUJIFILM ELECTRONIC MATERIALS (SINGAPORE) PTE. LTD.,3,Logistics Executive,Import Export Executive; Shipping Executive; Warehouse Executive,West
OMNI UNITED (S) PTE. LTD.,3,Documentation Executive,Shipping Executive; Supply Chain Executive; Trade Compliance Executive,Central
VANGUARD LOGISTICS SERVICES (SINGAPORE) PTE LTD,3,Seafreight Shipping Assistant (Export  /  Import),Import Export Executive; Shipping Executive; Warehouse Executive,South
DADACONSULTANTS PTE. LTD.,3,Executive Assistant | Technology; Operations Executive / Trade Support (Commodities),Compliance Executive; Logistics Executive; Trade Compliance Executive,South
KS CONSULTING PTE. LTD.,3,Head of Finance - Asset Management,Compliance Executive; Operations Executive; Procurement Executive,Central
MAGENTA CONSULTING SERVICES PTE. LTD.,3,Senior Executive; Senior Sales Executive - Events,Compliance Executive; Operations Executive,Central
"Singapore Association for Mental Health, The",3,CORPORATE SERVICES DIRECTOR,Compliance Executive; Logistics Executive; Procurement Executive,Central
OCD HANDS PTE. LTD.,3,BAKERY ASSISTANT; REF Onsite Technician,Food Safety Executive; Food Safety Manager; Quality Control Manager,Central
VFI FOOD PTE. LTD.,3,Operations Executive,Food Safety Executive; Import Export Executive; Warehouse Executive,East
SGO TAS PTE. LTD.,3,Chef De Partie; F&B Captain; F&B Supervisor,Food Safety Executive; Food Safety Manager,Central
MODU K PTE. LTD.,3,Chef De Partie; F&B Captain; F&B Supervisor,Food Safety Executive; Food Safety Manager,Central
ALL ABOUT O PTE. LTD.,3,Chef De Partie; F&B Captain; F&B Supervisor,Food Safety Executive; Food Safety Manager,Central
Vanguard Healthcare PTE. LTD.,3,Operations Support Assistant,Food Safety Executive; Food Safety Manager; Procurement Executive,Islandwide
GIFTANO PTE. LTD.,3,Operations and Support Assistant / Executive,Logistics Coordinator; Logistics Executive; Operations Executive,Central
JK TECHNOLOGY PTE LTD,3,Sales Coordinator; Sales Support Executive,Logistics Coordinator; Logistics Executive; Procurement Executive,East
NMS SCAFFOLDING PTE. LTD.,3,Assistant Project Manager; Project Engineer; Project Manager,QA Manager; Quality Control Manager,Islandwide
NINE SUITES CONSTRUCTION PTE. LTD.,3,Admin Manager; Document Controller; Project Executive,Document Controller; QA Manager,Islandwide
GAN TECK KAR INVESTMENTS PTE LTD,3,Cheese Production Supervisor; Export Coordinator,Food Safety Manager; QA Manager; Supply Chain Coordinator,West
SEARCH INDEX PTE. LTD.,3,Construction Manager (New Viaducts) /  5day / Upto $13K basic+Bonus /  A1 maincon; Technician  /  Laser Operations  /  QC (Aerospace Component),Quality Control Manager; Quality Manager,Islandwide
OAK & EMBER PTE. LTD.,3,Assistant Restaurant Manager; Restaurant Manager,Quality Control Manager; Quality Manager,Islandwide
YASURAGI MW PTE. LTD.,3,Senior Beverage Manager,Food Safety Manager; Quality Control Manager; Quality Manager,Islandwide
SHINYA IZAKAYA LLP,3,Restaurant Manager,Food Safety Manager,Central
GMP TECHNOLOGIES (S) PTE LTD,3,E&I Technician (12 hours shift) | US MNC | West; [PERM] Trade Process Management Executive (Supply Chain Management),Food Safety Manager; Import Export Executive; Trade Compliance Executive,Central; Islandwide
MARTINO AGENCY,3,FOOD OUTLET MANAGER; OPERATIONS MANAGER; RESTAURANT MANAGER,Food Safety Manager,Islandwide
MANNA 360 PTE. LTD.,3,F&B AREA MANAGER; F&B STORE MANAGER; Production Crew (Night Shift),Food Safety Manager,Islandwide; South
AC HESED PTE. LTD.,3,F&B AREA MANAGER; F&B OPERATIONS MANAGER; F&B STORE MANAGER,Food Safety Manager,Islandwide
JOB EXPRESS SERVICES PTE. LTD.,3,Accounts Executive (Up to $4000  /  Tuas); DOCUMENT CONTROLLER (Up to $5000  /  5 days  /  Admiralty); Sales Support / Coordinator,Document Controller; Supply Chain Coordinator; Warehouse Executive,North; West
MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,3,Campaign Operations Executive; Sales and Logistics Coordinator (West | 5 days | Shipping doc+Forklift); Supplier Documentation Controller (Tuas / Hybrid),Document Controller; Operations Executive; Supply Chain Coordinator,Central; Islandwide; West
NEW FREIGHT INTERNATIONAL LOGISTICS PTE. LTD.,3,CEO,Logistics Executive; Supply Chain Executive; Trade Compliance Executive,Central
HAO REN HAO SHI LIMITED,3,Procurement Executive,Procurement Executive; Supply Chain Executive; Warehouse Executive,West
ETONG ALUMINIUM ENGINEERING PTE. LTD.,3,Procurement Executive,Procurement Executive; Supply Chain Executive; Warehouse Executive,East
TALENT TRADER GROUP PTE. LTD.,3,"Sales (Inside) Executive (Swiss MNC); Senior /  Supply Chain Executive (Trade compliance,regulatory management)",Trade Compliance Executive; Warehouse Executive,Islandwide
FERRARI LOGISTICS SINGAPORE PTE. LTD.,3,Airfreight Operations Executive (Import & Export Documentation),Import Export Executive; Trade Compliance Executive; Warehouse Executive,Islandwide
CONCOCTED AFFAIRS PTE. LTD.,3,Event Operations Executive,Logistics Executive; Operations Executive; Warehouse Executive,West
STAR CONCORD PTE. LTD.,3,Customer Service Executive; Sales Executive,Import Export Executive; Logistics Executive,South
HRNET VENTURES PTE. LTD.,2,"QA Assistant  /  Executive | Up to $4,000 | North-East | F&B  /  Central Kitchen; QA Executive | Up to $4k | Near Tai Seng MRT",QA Executive,Central; Islandwide
CELLVEC PTE. LTD.,2,Quality Assurance Executive /  Quality Assurance Senior Executive; Quality Control Executive (Analytical),QA Executive; QC Executive,South
ASIA-LINK TECHNOLOGY PTE LTD,2,QA / QC Executive （Food Manufacturing),QC Executive; Quality Assurance Executive,Islandwide
RCL FEEDER PTE LTD,2,"Executive (Trade, Shipping)",Shipping Executive,Central
CLP INTERNATIONAL PTE LTD,2,Shipping Coordinator,Export Coordinator; Import Coordinator,West
U.S. GROUP CONSOLIDATOR (S) PTE LTD,2,SALES COORDINATOR,Import Coordinator; Logistics Coordinator,West
ANBROS INDUSTRIES (S) PTE LTD,2,Import Shipping Coordinator; QC Technician,Food Safety Executive; Import Coordinator,West
CELCODE DERMAL LAB PTE. LTD.,2,Admin Sales Coordinator,Import Coordinator; Logistics Coordinator,East
SIGNMECHANIC PTE LTD,2,Accounts cum HR Executive,Compliance Executive; Documentation Executive,East
COZY CREATIONS MANUFACTURING PTE. LTD.,2,WAREHOUSE SUPERVISOR,Documentation Executive; Food Safety Executive,East
DPS INTERNATIONAL SCHOOL PTE. LTD.,2,Accountant,Compliance Executive; Documentation Executive,North
GEMS PARTNERS NETWORK PTE. LTD.,2,Sales Executive (West) - Up to $3500; Senior Executive Architect / Associate (Up to S$8800 negotiable),Compliance Executive; Documentation Executive,Islandwide
BESTAR SERVICES PTE. LTD.,2,ACCOUNTS ASSOCIATE  /  SENIOR ASSOCIATE,Compliance Executive; Documentation Executive,North
RENTAL HYGIENE SERVICES PTE. LTD.,2,HR Executive,Compliance Executive; Documentation Executive,North
KOPIFELLAS CAFE PTE. LTD.,2,F&B Executive,Compliance Executive; Food Safety Executive,Islandwide
PSGOURMET GASTRONOMY PTE. LTD.,2,Management Trainee,Compliance Executive; Food Safety Executive,Islandwide
SINGAPORE RED CROSS SOCIETY,2,"Executive, Youth Development (Uniformed Group); Project Coordinator, Centre of Excellence for Pandemic Preparedness (CoEPP)",Logistics Coordinator; Quality Assurance Executive,Central
SOUTH BEACH INTERNATIONAL HOTEL MANAGEMENT PTE. LTD.,2,Front Desk Executive; VIP Officer  /  Executive (Executive Lounge),Food Safety Executive; Quality Assurance Executive,East
PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,2,Salesforce Solution Architect- Senior Manager; Software Development Manager,Quality Assurance Executive,Central
POLARIS INTERNET TECHNOLOGY PTE. LTD.,2,Java Development Manager; Operation Director,Quality Assurance Executive,West
WEBWAVE TECH PTE. LTD.,2,Operation Director; Product Director,Quality Assurance Executive,Central
DOSK CONTRACT SERVICES PTE. LTD.,2,Project Coordinator,Logistics Coordinator,Islandwide
YCH GROUP PTE LTD,2,"Executive / Senior Executive, Innovation; Executive, Quality Assurance",QA Executive; Warehouse Executive,West
JTE RECRUIT PTE. LTD.,2,Document Controller; QC Executive,Document Controller; QC Executive,West
WILSON GLOBAL TRADE PTE LTD,2,Shipping Executive,Shipping Executive; Trade Compliance Executive,Central
HONOUR LANE LOGISTICS PTE. LTD.,2,Business Development Executive ( Freight Forwarding),Shipping Executive; Supply Chain Executive,North
DREAM STUDIOS PTE LTD,2,Inventory Management Executive,Shipping Executive; Warehouse Executive,North
GCL GLOBAL PTE. LTD.,2,Senior Accountant,Export Coordinator; Quality Control Manager,North
HEARTLAND FAMILY CLINIC PTE. LTD.,2,Patient Service Associate  /  Clinic Assistant (Permanent Part-time),Documentation Executive; Quality Control Manager,North
MAXHUNT RESOURCE PTE. LTD.,2,Talent Acquisition Executive,Documentation Executive; Procurement Executive,North
EATZ CATERING SERVICES PTE. LTD.,2,Executive Assistant to the CEO (Governance & Execution Support),Documentation Executive; Operations Executive,East
EUREKA ROBOTICS PTE. LTD.,2,Project Manager,Documentation Executive; Logistics Executive,South
A HOTEL FARRER PARK PTE. LTD.,2,FRONT DESK EXECUTIVE,Documentation Executive; Operations Executive,Islandwide
SAVILLS (SINGAPORE) PTE. LTD.,2,Commercial Leasing Executive,Documentation Executive; Operations Executive,Central
JOBTECH PTE. LTD.,2,Finance Executive,Compliance Executive; Operations Executive,West
YANTRON (SINGAPORE) PTE. LTD.,2,Account Executive; BIM Manager,Compliance Executive; Quality Manager,South
CREDIT COUNSELLING SINGAPORE,2,FINANCE EXECUTIVE,Compliance Executive; Operations Executive,Central
HIREMOP PTE. LTD.,2,Junior HR Executive (Entry Level  /  Kallang  /  Bendemeer  /  Boon Keng  /  5 Days),Compliance Executive; Operations Executive,Central
UIPATH PTE. LTD.,2,Enterprise Account Manager – Healthcare,Compliance Executive; Operations Executive,Central
KRYJAS PRIVATE LIMITED,2,Enterprise Technology Governance Leader; Systems Programmer,Compliance Executive; Trade Compliance Executive,Central
HR FOCUS,2,"Senior Accounts Executive Cum HR (Full Set, HR Support | Small MNC)",Compliance Executive; Operations Executive,Islandwide
COINBASE SINGAPORE PTE. LTD.,2,Resolution Operations Specialist,Compliance Executive; Operations Executive,Central
FINELINE SPACIOUS PTE. LTD.,2,Legal Admin Executive,Compliance Executive; Operations Executive,Central
Football Association of Singapore,2,"Executive, Infrastructure Administration & Venue Coordination",Compliance Executive; Procurement Executive,Central
NATIONAL CANCER CENTRE OF SINGAPORE PTE LTD,2,Senior Executive  /  Assistant Manager (Research),Compliance Executive; Procurement Executive,South
FURAMA HOTEL SINGAPORE PTE LTD,2,ASSISTANT HOUSEKEEPER,Operations Executive; Quality Assurance Executive,Central
MIDAS ENVIRONMENT BUILDER PTE. LTD.,2,Admin Cum Account,Document Control Executive; Quality Assurance Executive,North
HOCK SENG HOE METAL CO. PTE. LTD.,2,Project Manager,Quality Assurance Executive; Quality Control Manager,West
SCIENCE OF NUMBERS PTE. LTD.,2,Training Executive,Logistics Executive; Quality Assurance Executive,East
WELL SMART INTERNATIONAL INVESTMENT PTE. LTD.,2,Mechanical & Engineering Executive,Quality Assurance Executive; Supply Chain Executive,East
RANGOOLI FOODS PTE. LTD.,2,Executive Chef,Procurement Executive; Quality Assurance Executive,South
MAVENSIDE CONSULTING PTE. LTD.,2,Operations Executive (IT Company / SME),Procurement Executive; Quality Assurance Executive,Islandwide
SISH INSTITUTE PTE. LTD.,2,Student Services Executive,QA Manager; Quality Assurance Executive,East
ALPHA MANPOWER PTE. LTD.,2,TCM COMPANY DIRECTOR,Quality Assurance Executive; Regulatory Affairs Executive,Islandwide
APPLIED TOTAL CONTROL TREATMENT PTE. LTD.,2,QUALITY ENGINEER; Senior HR Executive,Procurement Executive; Quality Assurance Executive,North
SINGAPORE MARRIOTT TANG PLAZA HOTEL,2,Assistant Restaurant Manager (Wan Hao Chinese Restaurant),Food Safety Executive; Food Safety Manager,Central
Autism Association (Singapore),2,Cafe Assistant,Food Safety Executive; Food Safety Manager,West
HANKYU HANSHIN EXPRESS (SINGAPORE) PTE. LTD.,2,Logistics Coordinator,Logistics Coordinator; Supply Chain Coordinator,Islandwide
MCKIN TALENT SOLUTIONS PTE. LTD.,2,Events & Community Coordinator |INX-B01; Operations Support Executive |INX-B01,Logistics Coordinator; Procurement Executive,Islandwide
TRI-WALL (ASIA) PTE LTD,2,Customer Service / Sales Coordinator,Logistics Coordinator; Supply Chain Coordinator,West
THE NATIONAL KIDNEY FOUNDATION,2,"Executive, Bed /  Slot Operations Coordinator",Logistics Coordinator; Supply Chain Coordinator,Central
VEE EXPERTS PTE. LTD.,2,Logistics Coordinator,Logistics Coordinator; Supply Chain Coordinator,Islandwide
ST ENGINEERING ADVANCED NETWORKS & SENSORS PTE. LTD.,2,Production supervisor (DSC / TE / AMBU)(Contract),QA Manager; Quality Control Manager,Islandwide
KINDLE KIDS INTERNATIONAL SCHOOL PTE. LTD.,2,Quality Assurance Manager,Document Controller; QA Manager,Central
OPTROTECH PTE. LTD.,2,Business Unit Manager; Sales Engineer (+Comm. +AWS +VB),QA Manager,South
EAST LIGHT PTE. LTD.,2,Business Unit Manager; Sales Engineer (+Comm. +AWS +VB),QA Manager,South
WAN LI GD PTE. LTD.,2,Business Unit Manager; Sales Engineer (+Comm. +AWS +VB),QA Manager,South
WEO CORPORATION PTE. LTD.,2,Business Unit Manager; Sales Engineer (+Comm. +AWS +VB),QA Manager,South
NOVABAY PTE. LTD.,2,Regulatory Affairs Executive,QA Manager; Regulatory Affairs Executive,West
KUAN AIK HONG CONSTRUCTION PTE LTD,2,M&E Engineer; Site Administrative Assistant,Document Controller; QA Manager,East
GREYFORM PTE. LTD.,2,Assistant  /  Maintenance Engineer,Quality Control Manager; Quality Manager,East
STANDARD CHARTERED BANK (SINGAPORE) LIMITED,2,"Business Development Manager, International Clients",Quality Manager,Central
EPS COMPUTER SYSTEMS PTE LTD,2,IT Project Admin,Quality Control Manager; Quality Manager,Islandwide
DIGINET SOLUTIONS PTE. LTD.,2,IT Delivery Manager,Quality Control Manager; Quality Manager,Central
MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD.,2,ENGINEER - FACILITIES OPERATION; ENGINEER - PROBE SHIFT EQUIPMENT,Quality Manager,North
QIAN SHAN PTE. LTD.,2,Restaurant Manager,Quality Control Manager; Quality Manager,Islandwide
HUNAN TRADITIONAL CUISINE PTE. LTD.,2,Restaurant Manager,Quality Control Manager; Quality Manager,Islandwide
AIRCRAFT SUPPORT INDUSTRIES (SINGAPORE) PRIVATE LIMITED,2,Tender Manager  /  Asst Tender Manager,Quality Control Manager; Quality Manager,East
DAEWOO-YONGNAM JOINT VENTURE,2,Construction Manager (MRT Project),Quality Control Manager; Quality Manager,Islandwide
ST LOGISTICS PTE. LTD.,2,Senior Manager - Operations (Aviation),Quality Control Manager; Quality Manager,East
HARILELA HOSPITALITY PTE. LTD.,2,F&B Assistant Manager,Food Safety Manager; Quality Manager,Islandwide
EVO PRECISION ENGINEERING PTE. LTD.,2,Mold Design Draftman; Mould Designer,Quality Manager,North
HONGYUN MANPOWER PTE. LTD.,2,supervisor,Quality Control Manager; Quality Manager,Islandwide
FIVE DOLLAR FOOD COURT PTE. LTD.,2,F&B Assistant Manager (Coffee Shop); F&B Supervisor  /  Assistant Manager (Coffee Shop),Food Safety Manager,Islandwide
WOLA RECRUITMENT PTE. LTD.,2,Fresh Produce Quality Control Manager | Food Supply | Up to $5k + AWS + VB,Food Safety Manager; Quality Control Manager,Islandwide
KAFFE GLOBAL PTE. LTD.,2,F&B Captain; F&B Supervisor,Food Safety Manager,Central
WEN JIA BAO MANAGEMENT PTE. LTD.,2,FOOD PRODUCTION GM; Service Manager,Food Safety Manager,Islandwide
CLAYFUL PTE. LTD.,2,F&B Captain; F&B Supervisor,Food Safety Manager,Central
SOUP RESTAURANT SINGAPORE PTE. LTD.,2,Chef; Management Trainee,Food Safety Manager,Islandwide
ANANDHAS RESTAURANT PTE. LTD.,2,F&B Manager; Operation Manager,Food Safety Manager,North
EBISU PRIVATE LIMITED,2,ASSISTANT RESTAURANT MANAGER; RESTAURANT MANAGER,Food Safety Manager,Islandwide
WATCHDATA TECHNOLOGIES PTE LTD,2,Sales Support Coordinator (APAC),Import Export Executive; Supply Chain Coordinator,Central
TRANSNATIONAL SUPPLY CHAIN LOGISTICS PTE LTD,2,Accounts / Finance Executive,Logistics Executive; Supply Chain Executive,South
SBS LOGISTICS SINGAPORE PTE. LTD.,2,Sales Executive (Sea Freight) - Hunter,Logistics Executive; Supply Chain Executive,East
MITSUBISHI HEAVY INDUSTRIES ENGINE SYSTEM ASIA PTE. LTD.,2,Procurement Executive,Procurement Executive; Supply Chain Executive,West
ELITEZ & ASSOCIATES PTE. LTD.,2,Logistics Manager,Logistics Executive; Supply Chain Executive,Central
HELIUS TECHNOLOGIES PTE. LTD.,2,Procurement Executive,Procurement Executive; Supply Chain Executive,Central
PSA CORPORATION LIMITED,2,Assistant Executive  (Customer Service); Operations Executive,Supply Chain Executive; Warehouse Executive,Islandwide; South
AT&S PTE. LTD.,2,Procurement Executive,Procurement Executive; Supply Chain Executive,West
OAKTREE CONSULTING,2,Business Development Executive(Logistics / Supply Chain Industry),Logistics Executive; Supply Chain Executive,East
INITIA INTERNATIONAL PTE. LTD.,2,Logistics Executive,Procurement Executive; Supply Chain Executive,Central
CENTURY WATER SYSTEMS & TECHNOLOGIES PTE. LTD.,2,Procurement executive,Procurement Executive; Supply Chain Executive,North
AMPOTECH PTE. LTD.,2,Operations Executive,Procurement Executive; Supply Chain Executive,Central
ELLIOTT MOSS CONSULTING PTE. LTD.,2,Senior Consultant - AI TransformationSenior Consultant - AI Transformation,Procurement Executive; Supply Chain Executive,East
